Club,Country,Year,Relative transition path
club1,LU,2001,3.47364464467965
club1,IE,2001,1.63967927522912
club1,DK,2001,1.98357975148716
club1,SE,2001,1.61288603563406
club1,NL,2001,1.65787600377841
club1,AT,2001,1.50047175451484
club1,BE,2001,1.41405656644434
club1,DE,2001,1.370205796943
club1,MT,2001,0.635221089343408
club2,IT,2001,1.31555956879541
club2,CY,2001,0.972512972529216
club2,ES,2001,1.04426973307047
club2,SI,2001,0.674701901846389
club2,CZ,2001,0.538435999004909
club2,EE,2001,0.376421435999044
club2,SK,2001,0.373214791073242
club2,LT,2001,0.261518935098705
club2,PL,2001,0.302639113159544
club3,PT,2001,0.770600794699499
club3,EL,2001,0.854017259342443
club3,HR,2001,0.402948058355536
club3,HU,2001,0.391411001600928
club3,LV,2001,0.261394341166311
club3,RO,2001,0.186008239519916
club3,BG,2001,0.149659291875362
divergent,FI,2001,1.46178568101114
divergent,FR,2001,1.37527996379794
club1,LU,2002,3.46663510067947
club1,IE,2002,1.65384671471222
club1,DK,2002,1.95825799575173
club1,SE,2002,1.61642649408599
club1,NL,2002,1.63009620795368
club1,AT,2002,1.48492256273519
club1,BE,2002,1.40284275345293
club1,DE,2002,1.3429476095164
club1,MT,2002,0.631683453522962
club2,IT,2002,1.28586293430569
club2,CY,2002,0.976296282280584
club2,ES,2002,1.03381727011955
club2,SI,2002,0.685700837334588
club2,CZ,2002,0.549097140282654
club2,EE,2002,0.403522829428606
club2,SK,2002,0.387809706007662
club2,LT,2002,0.283623643414712
club2,PL,2002,0.307279444918147
club3,PT,2002,0.753779204573656
club3,EL,2002,0.871550941733573
club3,HR,2002,0.415400434508774
club3,HU,2002,0.401172268400983
club3,LV,2002,0.286319020756531
club3,RO,2002,0.19686875419394
club3,BG,2002,0.157231660078509
divergent,FI,2002,1.46368407081614
divergent,FR,2002,1.35332466443512
club1,LU,2003,3.45922054368367
club1,IE,2003,1.66415804873274
club1,DK,2003,1.93502981417314
club1,SE,2003,1.61966824202689
club1,NL,2003,1.60569545364227
club1,AT,2003,1.47023090453861
club1,BE,2003,1.39199259977803
club1,DE,2003,1.31826314432412
club1,MT,2003,0.62790343541879
club2,IT,2003,1.25703458713339
club2,CY,2003,0.979687720000699
club2,ES,2003,1.02341407830763
club2,SI,2003,0.696352916604658
club2,CZ,2003,0.560247880373764
club2,EE,2003,0.429369149776417
club2,SK,2003,0.402418234778672
club2,LT,2003,0.304935018918287
club2,PL,2003,0.312254634727925
club3,PT,2003,0.737852966474618
club3,EL,2003,0.887102358295037
club3,HR,2003,0.426658747233088
club3,HU,2003,0.409775182552608
club3,LV,2003,0.310541056774601
club3,RO,2003,0.207288206835328
club3,BG,2003,0.16456397780982
divergent,FI,2003,1.46601577864175
divergent,FR,2003,1.33232531844345
club1,LU,2004,3.45244077066364
club1,IE,2004,1.66786635680295
club1,DK,2004,1.91405584801084
club1,SE,2004,1.62188444377662
club1,NL,2004,1.5869468778691
club1,AT,2004,1.45732909443955
club1,BE,2004,1.38157863808028
club1,DE,2004,1.2981696743251
club1,MT,2004,0.623623905495482
club2,IT,2004,1.22881673142832
club2,CY,2004,0.982766273540014
club2,ES,2004,1.01254174433726
club2,SI,2004,0.706956324364325
club2,CZ,2004,0.572190460025514
club2,EE,2004,0.453244003659211
club2,SK,2004,0.417802754382661
club2,LT,2004,0.32501034546129
club2,PL,2004,0.318005612142175
club3,PT,2004,0.723600749607429
club3,EL,2004,0.898097150643393
club3,HR,2004,0.436032397575356
club3,HU,2004,0.416359910162858
club3,LV,2004,0.333908670173625
club3,RO,2004,0.217902985887515
club3,BG,2004,0.171836338902149
divergent,FI,2004,1.46867476376832
divergent,FR,2004,1.31235717447503
club1,LU,2005,3.44872307151601
club1,IE,2005,1.6604098748332
club1,DK,2005,1.89416689867078
club1,SE,2005,1.62215802356935
club1,NL,2005,1.5754178574498
club1,AT,2005,1.44767492380317
club1,BE,2005,1.37151373857449
club1,DE,2005,1.28461007810326
club1,MT,2005,0.621003876534377
club2,IT,2005,1.20177799408941
club2,CY,2005,0.985027867362233
club2,ES,2005,1.00145714600853
club2,SI,2005,0.717620247414446
club2,CZ,2005,0.584572152476208
club2,EE,2005,0.473752763062602
club2,SK,2005,0.434787766984213
club2,LT,2005,0.343604195509507
club2,PL,2005,0.325033626163174
club3,PT,2005,0.711533194669352
club3,EL,2005,0.903385779646969
club3,HR,2005,0.44354394473144
club3,HU,2005,0.420261574600124
club3,LV,2005,0.355331229015045
club3,RO,2005,0.228620687467793
club3,BG,2005,0.179165575108917
divergent,FI,2005,1.471018328244
divergent,FR,2005,1.29382758439162
club1,LU,2006,3.45108723780145
club1,IE,2006,1.6392550612586
club1,DK,2006,1.87401281512452
club1,SE,2006,1.62090407879881
club1,NL,2006,1.57125183768402
club1,AT,2006,1.4428466875887
club1,BE,2006,1.36305688190563
club1,DE,2006,1.27884266316662
club1,MT,2006,0.621542920448468
club2,IT,2006,1.17679856019715
club2,CY,2006,0.985666879242754
club2,ES,2006,0.99021931712957
club2,SI,2006,0.727924170113799
club2,CZ,2006,0.596005320440942
club2,EE,2006,0.488065161935298
club2,SK,2006,0.453304005375597
club2,LT,2006,0.35982636773345
club2,PL,2006,0.333960854446439
club3,PT,2006,0.702283593090278
club3,EL,2006,0.903570637441694
club3,HR,2006,0.449084583640269
club3,HU,2006,0.421234200602626
club3,LV,2006,0.372292970329363
club3,RO,2006,0.239535077788434
club3,BG,2006,0.186459749868191
divergent,FI,2006,1.47269627062244
divergent,FR,2006,1.27827209622488
club1,LU,2007,3.45599675094097
club1,IE,2007,1.60683607734927
club1,DK,2007,1.85386296035523
club1,SE,2007,1.61976167512056
club1,NL,2007,1.57375316489118
club1,AT,2007,1.44418259291826
club1,BE,2007,1.35889706518448
club1,DE,2007,1.28075344514851
club1,MT,2007,0.626944933450707
club2,IT,2007,1.15505380324334
club2,CY,2007,0.984593442695057
club2,ES,2007,0.979313237212127
club2,SI,2007,0.736633144434876
club2,CZ,2007,0.605555495822824
club2,EE,2007,0.493897753518691
club2,SK,2007,0.47250356918422
club2,LT,2007,0.372741397627578
club2,PL,2007,0.345091010253008
club3,PT,2007,0.696502566082281
club3,EL,2007,0.8971161302904
club3,HR,2007,0.452443587888946
club3,HU,2007,0.420066570169033
club3,LV,2007,0.382194554325538
club3,RO,2007,0.250244605702377
club3,BG,2007,0.193702176383214
divergent,FI,2007,1.47325874572905
divergent,FR,2007,1.26809954407828
club1,LU,2008,3.45600519442554
club1,IE,2008,1.56935940253221
club1,DK,2008,1.83789447650788
club1,SE,2008,1.62231982088123
club1,NL,2008,1.58092924111264
club1,AT,2008,1.45174380376883
club1,BE,2008,1.36043025720195
club1,DE,2008,1.29040009785033
club1,MT,2008,0.63759201113607
club2,IT,2008,1.13754506885965
club2,CY,2008,0.980917482619202
club2,ES,2008,0.969305381316732
club2,SI,2008,0.741636294269755
club2,CZ,2008,0.613112181285891
club2,EE,2008,0.491653140076626
club2,SK,2008,0.490757202212886
club2,LT,2008,0.381419974633455
club2,PL,2008,0.358197342012522
club3,PT,2008,0.693824331829171
club3,EL,2008,0.882111937270263
club3,HR,2008,0.45315093774074
club3,HU,2008,0.418502217222883
club3,LV,2008,0.384271280572823
club3,RO,2008,0.259810018581146
club3,BG,2008,0.200760485257875
divergent,FI,2008,1.4712853031195
divergent,FR,2008,1.2650651157022
club1,LU,2009,3.45197493023328
club1,IE,2009,1.5383672015397
club1,DK,2009,1.8278125189121
club1,SE,2009,1.63143199367168
club1,NL,2009,1.58824045936582
club1,AT,2009,1.46308741986403
club1,BE,2009,1.36669272868782
club1,DE,2009,1.30644255915771
club1,MT,2009,0.652221868525295
club2,IT,2009,1.12352870772128
club2,CY,2009,0.971517294208984
club2,ES,2009,0.959250747883689
club2,SI,2009,0.741093419986085
club2,CZ,2009,0.618678081805387
club2,EE,2009,0.486697809779224
club2,SK,2009,0.507011582486968
club2,LT,2009,0.387406762977363
club2,PL,2009,0.372286108736047
club3,PT,2009,0.692235976741264
club3,EL,2009,0.855994432466106
club3,HR,2009,0.450685287347648
club3,HU,2009,0.417234473597937
club3,LV,2009,0.381841869779819
club3,RO,2009,0.266622714421986
club3,BG,2009,0.207052695465934
divergent,FI,2009,1.46648410320204
divergent,FR,2009,1.2681062514348
club1,LU,2010,3.44231199534357
club1,IE,2010,1.52096165688606
club1,DK,2010,1.82311740019044
club1,SE,2010,1.64614044722201
club1,NL,2010,1.5920999308121
club1,AT,2010,1.47487740568132
club1,BE,2010,1.37364234516048
club1,DE,2010,1.32723652482806
club1,MT,2010,0.669279738628515
club2,IT,2010,1.11081901254088
club2,CY,2010,0.953728247519366
club2,ES,2010,0.947655198429688
club2,SI,2010,0.736823754154577
club2,CZ,2010,0.622866848129851
club2,EE,2010,0.486008559917324
club2,SK,2010,0.521819001531801
club2,LT,2010,0.395709380068829
club2,PL,2010,0.385602822062309
club3,PT,2010,0.68888324983522
club3,EL,2010,0.817828879679573
club3,HR,2010,0.446042904849771
club3,HU,2010,0.417201686510577
club3,LV,2010,0.380744036320376
club3,RO,2010,0.271239582608413
club3,BG,2010,0.21241032728325
divergent,FI,2010,1.46133902573552
divergent,FR,2010,1.27361003807013
club1,LU,2011,3.42609905366886
club1,IE,2011,1.52329127376719
club1,DK,2011,1.82245345726118
club1,SE,2011,1.66078548105397
club1,NL,2011,1.59184108114641
club1,AT,2011,1.48426075655716
club1,BE,2011,1.37885169702672
club1,DE,2011,1.34803908224043
club1,MT,2011,0.688135629562102
club2,IT,2011,1.09705479239347
club2,CY,2011,0.92828003392869
club2,ES,2011,0.935403969711634
club2,SI,2011,0.730533743687669
club2,CZ,2011,0.626235010025413
club2,EE,2011,0.491539576938416
club2,SK,2011,0.534489635872301
club2,LT,2011,0.408121833487292
club2,PL,2011,0.397607468827823
club3,PT,2011,0.682780617508221
club3,EL,2011,0.773953964490887
club3,HR,2011,0.440817650318073
club3,HU,2011,0.419027743283035
club3,LV,2011,0.384892591998023
club3,RO,2011,0.275556140522157
club3,BG,2011,0.216916301912355
divergent,FI,2011,1.45411552287994
divergent,FR,2011,1.27891588993057
club1,LU,2012,3.40583456120937
club1,IE,2012,1.55149725679705
club1,DK,2012,1.82346512881397
club1,SE,2012,1.67108727817362
club1,NL,2012,1.58718836272788
club1,AT,2012,1.48701870236133
club1,BE,2012,1.38107921175214
club1,DE,2012,1.36336617044985
club1,MT,2012,0.709920543600559
club2,IT,2012,1.08088431577514
club2,CY,2012,0.899103906291967
club2,ES,2012,0.924641064794438
club2,SI,2012,0.723817372951149
club2,CZ,2012,0.629265871176366
club2,EE,2012,0.500790266565338
club2,SK,2012,0.544701653465454
club2,LT,2012,0.423052144292907
club2,PL,2012,0.407777700616023
club3,PT,2012,0.67542847061939
club3,EL,2012,0.73387406552713
club3,HR,2012,0.436051483921258
club3,HU,2012,0.422748340141494
club3,LV,2012,0.393972855232482
club3,RO,2012,0.280101823308796
club3,BG,2012,0.220327496869138
divergent,FI,2012,1.44195754794368
divergent,FR,2012,1.28104640462208
club1,LU,2013,3.37833267970818
club1,IE,2013,1.61074040331389
club1,DK,2013,1.8229979207455
club1,SE,2013,1.67603972173534
club1,NL,2013,1.57886162548226
club1,AT,2013,1.4801828168914
club1,BE,2013,1.37846682307348
club1,DE,2013,1.37029200396396
club1,MT,2013,0.733604189396846
club2,IT,2013,1.06326060539005
club2,CY,2013,0.872842722835377
club2,ES,2013,0.917567071668412
club2,SI,2013,0.718899113945834
club2,CZ,2013,0.632868787403759
club2,EE,2013,0.510656119849724
club2,SK,2013,0.552570681817222
club2,LT,2013,0.438024235103606
club2,PL,2013,0.416291015669964
club3,PT,2013,0.669057471279847
club3,EL,2013,0.702637046871204
club3,HR,2013,0.432615187266919
club3,HU,2013,0.428281005522842
club3,LV,2013,0.404720762481171
club3,RO,2013,0.284996456347169
club3,BG,2013,0.222661611240012
divergent,FI,2013,1.4249207472878
divergent,FR,2013,1.27761117370824
club1,LU,2014,3.3388146011019
club1,IE,2014,1.70074747469374
club1,DK,2014,1.81885615383689
club1,SE,2014,1.6749123073647
club1,NL,2014,1.56776917028069
club1,AT,2014,1.46422601968669
club1,BE,2014,1.37021769283847
club1,DE,2014,1.36841592360659
club1,MT,2014,0.756979063900642
club2,IT,2014,1.0456254932618
club2,CY,2014,0.856900267220691
club2,ES,2014,0.914663964318983
club2,SI,2014,0.717160939487767
club2,CZ,2014,0.63772108803836
club2,EE,2014,0.519474180422253
club2,SK,2014,0.558708550667781
club2,LT,2014,0.45124812696503
club2,PL,2014,0.423905951945341
club3,PT,2014,0.66456146832155
club3,EL,2014,0.680086392531208
club3,HR,2014,0.431018350550838
club3,HU,2014,0.434883351662131
club3,LV,2014,0.414894365832583
club3,RO,2014,0.290610322357872
club3,BG,2014,0.22439526647067
divergent,FI,2014,1.4053329101262
divergent,FR,2014,1.26787060250863
club1,LU,2015,3.28850760761293
club1,IE,2015,1.80880675759821
club1,DK,2015,1.81162876402325
club1,SE,2015,1.66754603973644
club1,NL,2015,1.55531588695832
club1,AT,2015,1.44276772756643
club1,BE,2015,1.3571273920844
club1,DE,2015,1.35925463053884
club1,MT,2015,0.777755306960797
club2,IT,2015,1.02908106129309
club2,CY,2015,0.854122421649241
club2,ES,2015,0.914365739983975
club2,SI,2015,0.71860172280192
club2,CZ,2015,0.643693672318088
club2,EE,2015,0.527035020424306
club2,SK,2015,0.563518211968151
club2,LT,2015,0.462561900944837
club2,PL,2015,0.431261930115259
club3,PT,2015,0.66210455965576
club3,EL,2015,0.663693808209402
club3,HR,2015,0.431926363728597
club3,HU,2015,0.441755568187965
club3,LV,2015,0.423693893583403
club3,RO,2015,0.297151515214194
club3,BG,2015,0.226102973022622
divergent,FI,2015,1.38719660866036
divergent,FR,2015,1.25342291515922
club1,LU,2016,3.23274782951865
club1,IE,2016,1.91287271854445
club1,DK,2016,1.80357080899915
club1,SE,2016,1.65448221043653
club1,NL,2016,1.54350427670262
club1,AT,2016,1.42052249519391
club1,BE,2016,1.34157720239094
club1,DE,2016,1.34655734596359
club1,MT,2016,0.794491685737113
club2,IT,2016,1.01430904413112
club2,CY,2016,0.862333665267121
club2,ES,2016,0.91374845771494
club2,SI,2016,0.723288239656107
club2,CZ,2016,0.649644288350547
club2,EE,2016,0.534570288360554
club2,SK,2016,0.567037968744198
club2,LT,2016,0.473312734192095
club2,PL,2016,0.43914531259578
club3,PT,2016,0.661486016678443
club3,EL,2016,0.651668595404011
club3,HR,2016,0.435307526414812
club3,HU,2016,0.448933233013069
club3,LV,2016,0.431036579313555
club3,RO,2016,0.305020710181906
club3,BG,2016,0.228119971302572
divergent,FI,2016,1.37356154079284
divergent,FR,2016,1.23714925439939
club1,LU,2017,3.1730732715257
club1,IE,2017,2.01532726849395
club1,DK,2017,1.79508442474752
club1,SE,2017,1.63823459716101
club1,NL,2017,1.53264295418242
club1,AT,2017,1.39916785978441
club1,BE,2017,1.32554150859424
club1,DE,2017,1.33189290069854
club1,MT,2017,0.807635113704114
club2,IT,2017,1.00047827546073
club2,CY,2017,0.876200744074392
club2,ES,2017,0.909633912434142
club2,SI,2017,0.729942919684122
club2,CZ,2017,0.654454108166041
club2,EE,2017,0.542546682028756
club2,SK,2017,0.569743645676144
club2,LT,2017,0.484257921816755
club2,PL,2017,0.448126352189784
club3,PT,2017,0.661533646937147
club3,EL,2017,0.642661080578122
club3,HR,2017,0.44030229782137
club3,HU,2017,0.456677055594644
club3,LV,2017,0.437096935714234
club3,RO,2017,0.313974598396564
club3,BG,2017,0.230596332293437
divergent,FI,2017,1.36287486298186
divergent,FR,2017,1.22029872925986
club1,LU,2018,3.11794291428219
club1,IE,2018,2.12109103121162
club1,DK,2018,1.78729228766504
club1,SE,2018,1.62213879831469
club1,NL,2018,1.52259083720481
club1,AT,2018,1.37829572326446
club1,BE,2018,1.3105401362832
club1,DE,2018,1.3156016223869
club1,MT,2018,0.815695192025448
club2,IT,2018,0.986958471182488
club2,CY,2018,0.891681414906885
club2,ES,2018,0.900148963017788
club2,SI,2018,0.73663922484227
club2,CZ,2018,0.656483251614773
club2,EE,2018,0.550337619310697
club2,SK,2018,0.571768946677066
club2,LT,2018,0.495255529055613
club2,PL,2018,0.458062520359653
club3,PT,2018,0.660712389360836
club3,EL,2018,0.635682178507444
club3,HR,2018,0.446421470272687
club3,HU,2018,0.464715075613071
